time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,cohort_level_group,cohort_level,characteristic_group,characteristic,data_type,version,inst_count,cohort,overall,education,he,fe,fel3,fel2,fel1,other_edu,ind,non_des,ssf,sfc,spec_prov,edu_combo,appren,appl4,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Level 1 and entry level,Ethnicity Minor,White and Black Caribbean,Number of pupils,Revised,z,631,304,101,0,96,5,47,44,5,0,0,0,1,0,4,67,0,7,60,136,247,91,88,68,80,78,2
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Level 2 approved,Disadvantage Y11 Status,Disadvantaged,Number of pupils,Revised,z,28094,19932,9168,1274,7024,3862,2445,717,870,6,0,164,594,3,103,2659,29,1378,1252,8105,6733,2428,2727,1578,1429,1356,73
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Converter academy,Level 3,Level 3 other,Total,Total,Number of pupils,Revised,z,3409,2808,1360,1177,75,32,35,8,108,4,0,43,54,0,7,345,17,160,168,1103,419,280,91,48,182,152,30
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Mixed Dual background,Number of pupils,Revised,z,12485,10945,8119,7181,561,468,67,26,377,47,0,241,75,1,13,491,134,215,142,2335,1019,774,167,78,521,459,62
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 other,Ethnicity Minor,Pakistani,Number of pupils,Revised,z,2271,1929,1526,1298,201,149,35,17,27,2,0,1,18,0,6,73,11,30,32,330,251,139,66,46,91,84,7
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Other qualifications,FSM Y11 Status,FSM eligible,Number of pupils,Revised,z,4752,1941,321,0,267,135,42,90,54,3,0,2,19,2,28,503,4,159,340,1117,2087,756,609,722,724,700,24
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Chinese,Number of pupils,Revised,z,1695,1545,1415,1296,73,63,8,2,46,7,0,33,5,1,0,24,4,12,8,106,64,61,2,1,86,57,29
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Level 1 and entry level,Ethnicity Minor,Gypsy Roma,Number of pupils,Revised,z,255,86,25,0,25,3,8,14,0,0,0,0,0,0,0,10,0,6,4,51,107,62,22,23,62,59,3
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Other qualifications,Ethnicity Major,Any other ethnic group,Number of pupils,Revised,z,334,149,47,0,33,19,3,11,14,0,0,10,3,0,1,21,0,9,12,81,113,68,18,27,72,59,13
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 other,Disadvantage Y11 Status and Prior Attainment,Disadvantaged Prior Attainment KS4 E&M 9-4 not achieved,Number of pupils,Revised,z,8683,6675,3890,2921,841,c,c,c,128,c,c,c,c,c,c,472,c,c,c,2313,1620,c,c,c,388,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Other qualifications,Prior Attainment,Prior Attainment KS4 E&M 9-4 no record,Number of pupils,Revised,z,1528,604,326,0,270,134,20,116,56,5,0,25,22,1,3,43,1,20,22,235,235,120,62,53,689,151,538
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Selective school,Level 3,Level 3 other,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,Revised,z,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 2,Level 2 other,Ethnicity Minor,Any other Asian background,Number of pupils,Revised,z,101,74,53,0,18,3,6,9,35,0,0,31,4,0,0,2,0,1,1,19,18,13,4,1,9,6,3
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Level 2 other,Disadvantage Y11 Status and Ethnicity Major,Disadvantaged Asian or Asian British,Number of pupils,Revised,z,596,333,161,0,99,c,c,c,62,c,c,c,c,c,c,51,c,c,c,121,199,c,c,c,64,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Other FE sector colleges,All other qualifications,Level 1 and entry level,Total,Total,Number of pupils,Revised,z,42468,23772,9893,0,9592,597,4228,4767,301,8,0,14,38,35,206,4463,3,835,3625,9416,13315,5608,4259,3448,5381,3984,1397
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 2,Level 2 other,Ethnicity Minor,Black Caribbean,Number of pupils,Revised,z,82,43,24,0,6,1,3,2,18,0,0,16,2,0,0,6,1,3,2,13,28,13,11,4,11,11,0
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 2,Level 2 approved,Ethnicity Minor,Black Caribbean,Number of pupils,Revised,z,1130,851,521,95,377,213,118,46,49,0,0,3,46,0,0,78,2,42,34,252,227,104,80,43,52,51,1
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Level 1 and entry level,FSM Y11 Status,FSM eligible,Number of pupils,Revised,z,8910,4219,2028,0,1919,82,843,994,109,0,0,22,40,14,33,663,0,110,553,1528,3733,1181,1300,1252,958,921,37
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Level 1 and entry level,Ethnicity Major,Any other ethnic group,Number of pupils,Revised,z,552,308,199,0,190,6,90,94,9,0,0,0,6,0,3,16,0,5,11,93,162,83,44,35,82,63,19
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Traveller of Irish Heritage,Number of pupils,Revised,z,28,26,19,15,3,2,1,0,1,0,0,1,0,0,0,2,0,1,1,5,1,1,0,0,1,1,0
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,All other qualifications,Other qualifications,Ethnicity Minor,Bangladeshi,Number of pupils,Revised,z,43,26,14,0,3,0,0,3,11,0,0,11,0,0,0,3,0,2,1,9,10,8,1,1,7,6,1
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 other,Disadvantage Y11 Status and Gender,Disadvantaged Male,Number of pupils,Revised,z,9498,7319,4255,3360,775,514,179,82,120,c,c,30,60,c,24,658,c,c,c,2406,1677,834,575,268,502,472,30
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Other qualifications,Prior Attainment,Prior Attainment KS2 at L4,Number of pupils,Revised,z,15575,9518,1060,0,717,531,120,66,343,5,0,106,93,1,138,3310,32,1370,1908,5148,4415,2295,1131,989,1642,1598,44
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 other,Ethnicity Minor,Indian,Number of pupils,Revised,z,1351,1160,872,751,94,66,18,10,27,2,0,1,22,0,2,88,14,47,27,200,141,95,33,13,50,44,6
201819,Academic year,National,E92000001,England,State-funded mainstream schools,University Technical College,All other qualifications,Other qualifications,Total,Total,Number of pupils,Revised,z,141,100,27,0,6,2,3,1,21,0,0,18,0,0,3,43,1,22,20,30,27,19,5,3,14,8,6
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Academy 16-19 Sponsor Led,Total,Total,Total,Total,Number of pupils,Revised,1,213,186,101,92,7,4,2,1,2,0,0,2,0,0,0,25,5,10,10,60,17,10,3,4,10,6,4
201819,Academic year,National,E92000001,England,State-funded mainstream schools,University Technical College,Total,Total,Total,Total,Number of pupils,Revised,51,2538,2207,1073,833,95,48,31,16,145,6,0,128,2,1,8,556,128,314,114,578,225,149,50,26,106,86,20
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Studio,Total,Total,Total,Total,Number of pupils,Revised,36,828,627,338,239,47,31,13,3,52,0,0,49,0,0,3,69,7,28,34,220,149,81,41,27,52,39,13
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Major,White,Number of pupils,Revised,z,156341,137984,88040,78215,5072,3702,897,473,4753,207,11,3832,402,40,261,12846,2055,5698,5093,37098,12415,9069,2147,1199,5942,4946,996
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Major,Mixed Dual background,Number of pupils,Revised,z,10232,8830,6505,5747,347,267,59,21,411,35,0,342,23,1,10,452,110,196,146,1873,929,697,150,82,473,405,68
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Total,Total,Ethnicity Major,White,Number of pupils,Revised,z,251131,193263,83150,49201,30409,16413,9048,4948,3540,133,1,94,2197,55,1060,30959,1511,14642,14806,79154,43645,21688,13191,8766,14223,12970,1253
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,SEN Provision,No identified SEN,Number of pupils,Revised,z,200991,177305,122084,109344,5777,4269,1028,480,6963,463,13,5524,642,16,305,14024,2366,6211,5447,41197,15450,11478,2588,1384,8236,6698,1538
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Total,Total,Ethnicity Minor,Any other white background,Number of pupils,Revised,z,12764,9564,5497,3072,2162,1204,709,249,263,8,0,5,218,3,29,636,38,295,303,3431,2049,1494,353,202,1151,1032,119
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Total,Total,Ethnicity Minor,Bangladeshi,Number of pupils,Revised,z,3883,3112,2320,1557,653,341,177,135,110,8,0,4,91,2,5,198,14,98,86,594,583,319,172,92,188,148,40
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Total,Total,Ethnicity Minor,Any other ethnic group,Number of pupils,Revised,z,3999,2999,2243,1291,830,428,249,153,122,7,0,3,101,0,11,122,8,57,57,634,687,405,167,115,313,258,55
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Total,Total,FSM Y11 Status,FSM eligible,Number of pupils,Revised,z,41206,26523,14140,6162,7253,3204,2513,1536,725,22,0,16,541,16,130,3001,75,1129,1797,9382,11734,4037,4197,3500,2949,2823,126
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Major,Chinese,Number of pupils,Revised,z,2028,1804,1614,1396,157,110,29,18,61,8,0,38,13,1,1,34,4,20,10,156,102,94,5,3,122,86,36
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Minor,White and Black Caribbean,Number of pupils,Revised,z,6532,4950,2610,1811,636,370,173,93,163,5,0,81,59,0,18,528,45,215,268,1812,1242,615,382,245,340,330,10
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Minor,White and Asian,Number of pupils,Revised,z,5026,4121,2801,2266,409,252,103,54,126,12,0,70,36,1,7,285,44,131,110,1035,620,399,134,87,285,262,23
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Minor,Bangladeshi,Number of pupils,Revised,z,8038,6849,5570,4493,733,387,188,158,344,21,0,202,110,3,8,332,34,159,139,947,867,509,232,126,322,252,70
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Minor,Any other Asian background,Number of pupils,Revised,z,8520,7304,6055,4853,753,452,205,96,449,37,0,284,117,0,11,213,34,109,70,1036,731,526,135,70,485,406,79
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Minor,Any other Black background,Number of pupils,Revised,z,3346,2716,2090,1551,387,204,112,71,152,7,0,71,70,0,4,111,6,50,55,515,445,260,119,66,185,163,22
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Other non-selective school,Total,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,Revised,z,31485,26138,18417,15571,1277,737,330,210,1569,81,0,1248,171,11,58,1914,131,804,979,5807,3886,2169,1031,686,1461,1338,123
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Ethnicity Major,Disadvantaged Chinese,Number of pupils,Revised,z,309,263,224,187,26,c,c,c,11,c,c,c,c,c,c,9,c,c,c,30,28,c,c,c,18,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Ethnicity Major,Not Disadvantaged Mixed Dual background,Number of pupils,Revised,z,14439,12026,7919,6387,1108,c,c,c,424,c,c,c,c,c,c,859,c,c,c,3248,1626,c,c,c,787,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Ethnicity Major,Not Disadvantaged Asian or Asian British,Number of pupils,Revised,z,34617,29806,24685,20050,2969,c,c,c,1666,c,c,c,c,c,c,1246,c,c,c,3875,2951,c,c,c,1860,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Ethnicity Major,Not Disadvantaged Any other ethnic group,Number of pupils,Revised,z,4500,3657,2939,2243,496,c,c,c,200,c,c,c,c,c,c,115,c,c,c,603,463,c,c,c,380,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Prior Attainment,Disadvantaged Prior Attainment KS2 above L4,Number of pupils,Revised,z,23271,19034,11982,10175,1187,c,c,c,620,c,c,c,c,c,c,1833,c,c,c,5219,3233,c,c,c,1004,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Other FE sector colleges,Level 3,Total,Total,Total,Number of pupils,Revised,z,96812,82330,44751,35022,9311,7326,1438,547,418,73,1,51,71,7,215,8031,962,3974,3095,29548,10512,6187,2988,1337,3970,3234,736
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,FSM Y11 Status,FSM eligible,Number of pupils,Revised,z,26721,22344,15860,13187,1886,1389,358,139,787,57,0,453,237,1,39,1259,111,553,595,5225,3440,1574,1155,711,937,850,87
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status and Prior Attainment,Disadvantaged Prior Attainment KS2 no recorded level,Number of pupils,Revised,z,1807,1263,809,104,602,c,c,c,103,c,c,c,c,c,c,85,c,c,c,369,394,c,c,c,150,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status and Gender,Not Disadvantaged Female,Number of pupils,Revised,z,152961,138369,93273,82579,7464,6126,967,371,3230,c,c,1828,894,c,207,8554,c,c,c,36542,9626,7118,1732,776,4966,3651,1315
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status and Ethnicity Major,Not Disadvantaged Any other ethnic group,Number of pupils,Revised,z,3409,2918,2451,2184,138,c,c,c,129,c,c,c,c,c,c,68,c,c,c,399,249,c,c,c,242,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,FSM Y11 Status,FSM not eligible,Number of pupils,Revised,z,323415,286533,187730,165556,14942,11742,2298,902,7232,618,14,4163,1935,23,479,22605,3856,10765,7984,76198,24748,17803,4865,2080,12134,9778,2356
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Ethnicity Minor,White and Black African,Number of pupils,Revised,z,1830,1583,1149,992,95,84,11,0,62,7,0,35,19,0,1,73,17,34,22,361,177,130,32,15,70,62,8
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Total,Ethnicity Minor,Any other Asian background,Number of pupils,Revised,z,491,268,133,0,124,32,48,44,9,0,0,0,7,0,2,35,1,17,17,100,132,68,39,25,91,81,10
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Number of pupils,Revised,z,1243,1117,963,836,75,63,8,4,52,7,0,2,42,0,1,29,8,15,6,125,73,62,3,8,53,43,10
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Other qualifications,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS2 above L4,Number of pupils,Revised,z,4409,3135,407,0,243,c,c,c,164,c,c,c,c,c,c,1131,c,c,c,1597,887,c,c,c,387,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Major,Any other ethnic group,Number of pupils,Revised,z,3693,3206,2774,2525,84,66,15,3,165,25,0,130,10,0,0,78,25,37,16,354,250,195,34,21,237,180,57
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Level 2 approved,Ethnicity Minor,Gypsy Roma,Number of pupils,Revised,z,167,101,40,3,36,15,18,3,1,0,0,0,1,0,0,11,0,2,9,50,50,28,11,11,16,14,2
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Level 1 and entry level,Ethnicity Minor,Pakistani,Number of pupils,Revised,z,1268,690,440,0,426,23,211,192,14,0,0,3,5,1,5,48,1,15,32,202,403,200,119,84,175,162,13
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS4 E&M 9-4 not achieved,Number of pupils,Revised,z,26642,22888,13788,10536,2275,c,c,c,977,c,c,c,c,c,c,1979,c,c,c,7121,2585,c,c,c,1169,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Black African,Number of pupils,Revised,z,7704,7019,6293,5848,166,132,27,7,279,26,0,230,17,0,6,108,26,63,19,618,418,323,78,17,267,183,84
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Level 2 other,Disadvantage Y11 Status and Gender,Not Disadvantaged Female,Number of pupils,Revised,z,4673,3264,1064,0,598,324,203,71,466,c,c,301,119,c,35,668,c,c,c,1532,909,491,261,157,500,334,166
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Other qualifications,Ethnicity Major,Black or Black British,Number of pupils,Revised,z,1377,640,204,0,148,96,17,35,56,1,0,27,23,1,4,104,2,51,51,332,453,250,117,86,284,272,12
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 other,Ethnicity Minor,Any other ethnic group,Number of pupils,Revised,z,162,119,91,85,2,1,1,0,4,1,0,2,1,0,0,7,1,2,4,21,24,16,6,2,19,16,3
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Non-selective school in highly selective area,All other qualifications,Level 1 and entry level,Total,Total,Number of pupils,Revised,z,78,57,20,0,13,0,3,10,7,0,0,6,0,1,0,9,0,1,8,28,10,6,3,1,11,11,0
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Level 2 other,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS4 E&M 9-4 not achieved,Number of pupils,Revised,z,8771,5924,1431,0,930,c,c,c,501,c,c,c,c,c,c,1489,c,c,c,3004,1988,c,c,c,859,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,All other qualifications,Level 1 and entry level,Ethnicity Major,Unclassified,Number of pupils,Revised,z,45,12,7,0,2,0,0,2,5,0,0,0,5,0,0,0,0,0,0,5,5,3,1,1,28,6,22
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 2,Level 2 approved,Ethnicity Minor,Any other ethnic group,Number of pupils,Revised,z,77,58,39,12,3,0,2,1,24,0,0,18,5,0,1,5,0,2,3,14,13,7,4,2,6,5,1
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Other qualifications,Prior Attainment,Prior Attainment KS2 no recorded level,Number of pupils,Revised,z,3601,1570,588,0,447,256,38,153,141,7,0,62,53,4,15,199,2,70,127,783,882,459,214,209,1149,538,611
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Other qualifications,Disadvantage Y11 Status and Ethnicity Major,Disadvantaged Asian or Asian British,Number of pupils,Revised,z,722,349,104,0,73,c,c,c,31,c,c,c,c,c,c,75,c,c,c,170,232,c,c,c,141,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White British,Number of pupils,Revised,z,130473,118232,77561,70335,4165,3260,625,280,3061,170,9,2498,195,10,179,10049,1926,4645,3478,30622,8748,6736,1382,630,3493,3294,199
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 other,Gender,Female,Number of pupils,Revised,z,36478,31150,16187,13305,2559,1854,537,168,323,14,1,42,190,0,76,2561,132,1063,1366,12402,4081,2163,1270,648,1247,1006,241
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Other non-selective school,All other qualifications,Other qualifications,Total,Total,Number of pupils,Revised,z,3359,2106,335,0,53,29,12,12,282,2,0,220,33,7,20,790,11,305,474,981,805,506,147,152,448,378,70
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 2,Level 2 other,Ethnicity Major,Any other ethnic group,Number of pupils,Revised,z,134,78,52,0,11,4,5,2,41,0,0,37,3,1,0,8,0,5,3,18,29,22,3,4,27,20,7
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 2,Level 2 approved,Ethnicity Minor,White and Black African,Number of pupils,Revised,z,286,221,117,17,88,42,35,11,12,0,0,0,11,0,1,27,0,14,13,77,50,19,24,7,15,14,1
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 2,Level 2 approved,Ethnicity Major,Mixed Dual background,Number of pupils,Revised,z,94,64,38,6,10,4,6,0,22,0,0,18,4,0,0,6,0,0,6,20,23,15,4,4,7,6,1
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 other,Ethnicity Minor,Black African,Number of pupils,Revised,z,2099,1798,1444,1200,214,144,46,24,30,0,0,1,26,0,3,46,8,28,10,308,204,133,48,23,97,82,15
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Other qualifications,Ethnicity Minor,Any other white background,Number of pupils,Revised,z,964,466,92,0,73,58,4,11,19,1,0,0,8,0,10,84,0,30,54,290,268,192,44,32,230,204,26
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Unclassified,Number of pupils,Revised,z,100,61,45,31,5,3,1,1,9,2,1,1,5,0,0,2,0,1,1,14,5,3,2,0,34,9,25
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Other non-selective school,All other qualifications,Other qualifications,Disadvantage Y11 Status,Disadvantaged,Number of pupils,Revised,z,1149,616,103,0,19,8,2,9,84,1,0,65,9,3,6,194,1,70,123,319,370,200,80,90,163,155,8
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Academy 16-19 Converter,Level 2,Level 2 approved,Total,Total,Number of pupils,Revised,z,686,521,280,97,36,8,14,14,147,0,0,45,97,0,5,54,2,21,31,187,138,69,45,24,27,26,1
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Level 1 and entry level,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS4 E&M 9-4 achieved,Number of pupils,Revised,z,1993,1559,211,0,185,c,c,c,26,c,c,c,c,c,c,782,c,c,c,566,315,c,c,c,119,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Level 2 approved,Prior Attainment,Prior Attainment KS4 E&M 9-4 achieved,Number of pupils,Revised,z,15950,13347,3012,808,1934,1581,230,123,270,0,0,57,90,0,123,4311,97,3188,1026,6024,1971,1138,594,239,632,612,20
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,Revised,z,254499,228515,158941,142049,10324,8428,1338,558,6568,589,13,4031,1601,20,314,16093,3198,7500,5395,53481,16936,12929,2792,1215,9048,7208,1840
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Other FE sector colleges,Level 2,Level 2 other,Disadvantage Y11 Status,Disadvantaged,Number of pupils,Revised,z,4039,2187,570,0,539,205,264,70,31,0,0,2,2,2,25,419,2,126,291,1198,1459,601,491,367,393,374,19
201819,Academic year,National,E92000001,England,State-funded mainstream schools,University Technical College,Level 2,Level 2 approved,Total,Total,Number of pupils,Revised,z,69,60,26,6,1,1,0,0,19,0,0,18,0,0,1,11,1,7,3,23,6,4,2,0,3,3,0
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Sponsored academy,All other qualifications,Other qualifications,Total,Total,Number of pupils,Revised,z,794,470,58,0,11,6,4,1,47,0,0,36,0,7,4,163,1,51,111,249,223,140,42,41,101,85,16
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 other,Ethnicity Minor,Indian,Number of pupils,Revised,z,124,106,76,74,1,1,0,0,1,0,0,1,0,0,0,12,1,7,4,18,8,5,1,2,10,9,1
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,Revised,z,162403,146632,103964,94969,4604,3685,635,284,4391,387,13,3539,248,15,189,10293,2261,4728,3304,32375,9942,8092,1315,535,5829,4648,1181
201819,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 2,Level 2 approved,Ethnicity Major,Mixed Dual background,Number of pupils,Revised,z,2808,2085,1009,141,789,448,252,89,79,0,0,1,72,0,6,270,2,149,119,806,584,264,213,107,139,129,10
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Studio,Level 3,Level 3 other,Total,Total,Number of pupils,Revised,z,91,69,39,26,9,8,1,0,4,0,0,4,0,0,0,5,0,3,2,25,18,10,5,3,4,3,1
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 2,Level 2 other,Ethnicity Minor,Unclassified,Number of pupils,Revised,z,41,15,11,0,3,1,2,0,8,0,0,0,8,0,0,1,0,1,0,3,3,3,0,0,23,6,17
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Level 1 and entry level,Disadvantage Y11 Status and Prior Attainment,Disadvantaged Prior Attainment KS2 no recorded level,Number of pupils,Revised,z,1631,738,438,0,425,c,c,c,13,c,c,c,c,c,c,50,c,c,c,250,644,c,c,c,249,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,All other qualifications,Level 1 and entry level,Gender,Male,Number of pupils,Revised,z,484,268,118,0,61,0,16,45,57,0,0,36,16,5,0,53,0,11,42,97,127,70,34,23,89,69,20
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Level 1 and entry level,Disadvantage Y11 Status and Ethnicity Major,Disadvantaged Chinese,Number of pupils,Revised,z,9,6,4,0,4,c,c,c,0,c,c,c,c,c,c,1,c,c,c,1,3,c,c,c,0,c,c
201819,Academic year,National,E92000001,England,State-funded mainstream schools,Total,All other qualifications,Other qualifications,Ethnicity Major,Unclassified,Number of pupils,Revised,z,38,12,7,0,0,0,0,0,7,0,0,3,4,0,0,2,0,2,0,3,3,2,0,1,23,1,22
201819,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Other qualifications,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS4 E&M 9-4 no record,Number of pupils,Revised,z,1519,602,325,0,270,c,c,c,55,c,c,c,c,c,c,42,c,c,c,235,229,c,c,c,688,c,c
